abbrev,name
MLNC,Moti Lal Nehru College
MLNC,Mukand Lal National College
MLRIT,Marri Laxman Reddy Institute Of Technology
MMC,Meharry Medical College
MMC,Marymount Manhattan College
MMCC,Mid Michigan Community College
MMCC,Margaret Morrison Carnegie College
MMCFD,Membership of the Malta College of Family Doctors
MMCH,Mymensingh Medical College Hospital
MMCH,Magadh Medical College and Hospital
MMCM,Miyazaki Medical College Miyaza
MMCP,Mt Maria College Petrie
MMCT,Mangalore Marine College and Technology
MMMC,Melaka Manipal Medical College
MMMC,Malacca Manipal Medical College
MMSC,Mohammadpur Model School & College
MMTC,Miller-Motte Technical College
MMTIC,Murli Manohar Town Inter College
MNBC,Melanesia Nazarene Bible College
MNSC,Mirboo North Secondary College
MOBC,Mount Olive Bible College
MOC,Mount Olive College
MOOC,Massive Open Online Course
MPACT,Mississippi Prepaid Affordable College Tuition
MPC,Marikina Polytechnic College
MPC,Monterey Peninsula College
MPCC,Mid Plains Community College
MPCC,Minnesota Private College Council
MPCT,Motivational Preparation College for Training
MPCT,Maharana Pratap College of Technology
MPI,Minal Polytechnic Institute
MPIC,MAHSA Prima International College
MPNMJEC,M.P.Nachimuthu M.Jaganathan Engineering College
MPTC,Moraine Park Technical College
MRAC,Member of the Royal Agricultural College
MRACGP,Member of the Royal Australian College of General Practitioners
MRC,Mount Royal College
MRC,Management Resources College
MRCE,Malla Reddy College of Engineering
MRCEM,Membership of the Royal College of Emergency Medicine
MRCET,Malla Reddy College of Engineering & Technology
MRCOG,Members of Royal college of obstetricians gynaecologists
MRCP,Membership of the Royal College of Physicians
MRCP,Membership of the Royal Colleges of Physicians
MRCPCH,Member Royal College of Paediatrics and Child Health
MRCPCH,Member of Royal College of Paediatrics and Child Health
MRCR,Member of the Royal College of Radiologists
MRCS,Membership of the Royal College of Surgeons
MRCS,Membership of the Royal Colleges of Surgeons
MRCTC,Mesabi Range Community Technical College
MSAC,Member of Stonebridge Associated Colleges Association
MSC,Matanuska Susitna College
MSC,Minnesota State College
MSC,Mountain State College
MSC,Michigan State College
MSCA,Massachusetts State College Association
MSCBA,Massachusetts State College Building Authority
MSCC,Mid-South Community College
MSCC,Motlow State Community College
MSCC,Mid South Community College
MSCD,Metropolitan State College of Denver
MSCDA,Metropolitan State College of Denver Athletics
MSCF,Minnesota State College Faculty
MSCM,McNally Smith College of Music
MSCP,Math and Science College Preparatory
MSCU,Minnesota State Colleges and Universities
MSCW,Mississippi State College for Women
MSCW,Marist Sisters College Woolwich
MSCW,Marist Sisters' College Woolwich
MSCW,Marist Sion College Warragul
MSJ,College of Mount St. Joseph
MSJC,Mt San Jacinto College
MSMC,Mount Saint Mary College
MSMC,Mount St Mary's College
MSMC,Mount Scopus Memorial College
MSNC,Michigan State Normal College
MSSC,Millennium Scholastic School & College
MSTC,Mid-State Technical College
MSTC,Mid State Technical College
MSTC,Mansfield State Teachers College
MSU,Michigan State University
MTC,Marion Technical College
MTC,Midlands Technical College
MTC,Manatee Technical College
MTCC,McDowell Technical Community College
MTCS,Maine Technical College System
MTCU,Ministry of Training Colleges and Universities
MTNC,Mannar Thirumalai Naicker College
MUC,Mount Union College
MUC,Mansour University College
MUCE,Mkwawa University College of education
MUCL,Mount Union College Library
MUGC,Marshall University Graduate College
MUIC,Mahidol University International College
MUIC,Macquarie University International College
MVAC,Michigan Virtual Automotive College
MVAC,Manning Valley Anglican College
MVAC,Mountain View Adventist College
MVC,Mountain View College
MVC,Melbourn Village College
MVC,Moreno Valley College
MVCC,Moraine Valley Community College
MVCC,Mohawk Valley Community College
MVCE,Maharshi Valmiki College Of Education
MVCE,Maharishi Valmiki College Of Education
MVM,"College Of Medicine and Veterniary Medicine, University of Edinburgh"
MWC,Mary Washington College
MWCC,Mount Wachusett Community College
MXC,Malcolm X College
MYC,Ming Yin College
MYC,My Year in College
NAAUC,National Association of Australian University Colleges
NABC,Native American Bible College
NACAC,National Association of College Auxiliary Services
NACC,National Association of Career Colleges
NACC,Northeast Alabama Community College
NACC,North American College and Community
NACCE,National Association for Community College Entrepreneurship
NACE,National Association of Colleges and Employers
NACEGA,National Advance College of Education Games Association
NACIT,North American College of Information Technology
NACTA,North American Colleges and Teachers of Agriculture
NACURH,National Associate of College and University Residence Halls
NADC,Nashville Auto-Diesel College
NADC,Nashville Auto Diesel College
NAICU,National Association of Independent Colleges and Universities
NAO,National Academy of Osteopathy
NATC,Nicolet Area Technical College
NAZ,Nazareth College of Rochester
NBC,Nazarene Bible College
NBCA,National Bible College Association
NBCC,New Brunswick Community College
NBSC,Northern Beaches Secondary College
NBTC,New Brunswick Teachers' College
NC,Newcomb College
NC,Northwest College
NCA,National College of Arts
NCAAS,Nehru College of Aeronautics and Applied Science
NCAD,National College of Art and Design
NCAD,Northwest College of Art Design
NCAG,National College Advocacy Group
NCAN,National College Access Network
NCAS,Newark College of Arts and Sciences
NCB,Nandos College Basketball
NCBA,National College of Business and Arts
NCBC,Northern California Bible College
NCBC,New College Boat Club
NCBC,Newnham College Boat Club
NCBT,Newton College of Business and Technology
NCBT,National College of Business and Technology
NCBT,Nordic College of Business and Technology
NCC,Northampton Community College
NCC,Nassau Community College
NCC,Nashua Community College
NCC,Norwalk Community College
NCC,North Central College
NCCAS,National Community College Aerospace Scholars
NCCC,National College Comedy Competition
NCCC,Northwestern Connecticut Community College
NCCC,North Country Community College
NCCC,Neosho County Community College
NCCCS,North Carolina Community College System
NCCE,National Commission for Colleges of Education
NCCF,Northwestern Community College Foundation
NCCI,National College Choreography Initiative
NCCL,National Council of College Leaders
NCCPA,North Carolina College Personnel Association
NCCS,Nordic College Of Caring Science
NCCS,National College of Computer Studies
NCCT,North Carolina College of Theology
NCDC,National Criminal Defense College
NCDP,National College Depression Partnership
NCE,Newark College of Engineering
NCEE,National College Entrance Examination
NCEL,National College for Educational Leadership
NCEP,National College of Exercise Professionals
NCF,New College of Florida
NCF,National College Fair
NCF,Naga College Foundation
NCFAA,National College Football Awards Association
NCFD,National College Football Day
NCFS,Norwegian College of Fishery Science
NCG,New College Graduate
NCG,New College Graduates
NCG,New College Grads
NCGU,Nolensville College Grove Utility
NCH,North College Hill
NCHA,National College Health Assessment
NCI,National College of Ireland
NCI,New College Institute
NCIC,Northwest Conference of Independent Colleges
NCIT,Nepal College of Information Technology
NCLC,National Council of Labour Colleges
NCLC,National Christian Life College
NCLEC,Niagara College Learning Enterprise Corporation
NCLL,National College Lacrosse League
NCLP,National College Leadership Program
NCMC,North Central Missouri College
NCMT,National College Of Multimedia Technology
NCMT,National College Of Multimedia And Technology
NCN,New College Nottingham
NCOC,New College Of California
NCP,Navy College Program
NCPA,National College Players Association
NCPA,NEBRASKA College Preparatory Academy
NCPAG,National College of Public Administration and Governance
NCPHS,Northside College Preparatory High School
NCRT,National College of Rubber Technology
NCSA,Next College Student Athlete
NCSC,New College Student Council
NCSC,North Central State College
NCSL,National College for School Leadership
NCST,National College of Science and Technology
NCTA,Nebraska College of Technical Agriculture
NCTA,National College Testing Association
NCTC,North Central Texas College
NCTC,Northland Community and Technical College
NCTC,Northland Community & Technical College
NCTL,National College for Teaching and Leadership
NCTL,National College of Teaching and Leadership
NCTM,National College of Traditional Medicine
NCTN,National College Transition Network
NCV,New College Village
NCWC,North Carolina Wesleyan College
NCWC,North Carolina Weselyan College
NDAC,North Dakota Agricultural College
NDC,Notre Dame College
NDC,National Defence College
NDCAC,North Dakota College Athletic Conference
NDCM,Notre Dame College Mymensingh
NDCP,National Defense College of the Philippines
NDCP,Notre Dame College Prep
NDIC,National Defense Intelligence College
NDKC,Notre Dame of Kidapawan College
NDM,College of Notre Dame
NDMC,Notre Dame of Midsayap College
NDSC,North Dakota State College of Science
NDSC,Network of Defense and Staff Colleges
NDSC,Neerim District Secondary College
NDSCS,North Dakota State College of Science
NEC,National Extension College
NEC,New England College
NEC,New England College's
NECB,New England College of Business
NECC,Northern Essex Community College
NECCO,New Era College Chinese Orchestra
NECDL,New England College Development League
NECI,National Education Consulting Inc.
NECO,New England College of Optometry
NECOM,New England College of Osteopathic Medicine
NEO,North-East Oklahoma Community College
NEOCC,North-East Oklahoma Community College
NES,Nile Egyptian Schools
NET,National Eligibility Test
NEUC,New Era University College
NFCC,North Florida Community College
NFSC,National Fire Service College
NGC,North Greenville College
NGSC,North Geelong Secondary College
NGTC,North Georgia Technical College
NHC,North Hertfordshire College
NHCC,North Hennepin Community College
NHCC,New Hope Christian College
NHCUC,New Hampshire College & University Council
NHMC,National Homoeopathic Medical College
NIACC,North Iowa Area Community College
NIC,North Island College
NIC,North Idaho College
NIC,North Idaho College's
NICC,Northeast Iowa Community College
NJC,Northeastern Junior College
NJC,National Judicial College
NJC,National Junior College
NJCA,National Judicial College of Australia
NLAC,Northern Luzon Adventist College
NLC,"North Lake College, Irving, Texas"
NLC,National Labor College
NLC,Northeast Lakeview College
NLC,North Lake College
NLC,Northwest Lineman College
NLCD,Newfoundland and Labrador College of Dietitians
NLCP,North Lawndale College Prep
NLLC,New Look Laser College
NMC,Northwestern Michigan College
NMC,Nebraska Methodist College
NMCC,Northern Maine Community College
NMCE,Nanasaheb Mahadik College of Engineering
NMCH,Nalanda Medical College and Hospital
NMCN,National Medical College Network
NMJC,New Mexico Junior College
NMREC,Nalla Malla Reddy Engineering College
NMTC,North Metro Technical College
NMTC,New Media Technology College
NMTI,National Massage Therapy Institute
NNC,Northwest Nazarene College
NNC,North Notts College
NNC,North Nottinghamshire College
NNMC,Northern New Mexico College
NNMCC,Northern New Mexico Community College
NOAC,Negros Occidental Agricultural College
NOC,Northern Oklahoma College
NOC,NUS (National University of Singapore) Overseas College
NOCE,Nwafor Orizu College of Education
NOCEN,Nwafor Orizu College of Education Nsugbe
NOCN,National Open College Network
NOCP,New Orleans College Prep
NOCP,National Organization of College Parents
NOCP,New Orleans College Preparatory
NOLC,National Open Learning College
NORPAC,Northern Professional Access College
NOVCC,Northern Virginia Community College
NPBC,Nairobi Pentecostal Bible College
NPBC,North Portland Bible College
NPC,Northland Pioneer College
NPC,National Park College
NPCC,National Park Community College
NPCC,North Platte Community College
NPTC,National Photo Training College
NPTC,Neath Port Talbot College
NRC,Northern Regional College
NRCB,Northern Regional College Bureua
NRCC,New River Community College
NSAC,Nova Scotia Agricultural College
NSC,Nevada State College
NSC,North Seattle College
NSC,National Staff College
NSC,Naval Staff College
NSCAD,Nova Scotia College of Art and Design
NSCC,Nova Scotia Community College
NSCC,North Seattle Community College
NSCC,North Shore Community College
NSCC,Northwest State Community College
NSCC,North Star College Cup
NSCE,National Study of College Experience
NSCN,Nova Scotia College of Nursing
NSCO,Nova Scotia College of Optometrists
NSCP,Nova Scotia College of Physiotherapists
